n2,30/50,30.0/50.0,30.1/49.9,30.3020408163/49.6979591837,30.5072506991/49.4927493009,30.7157903913/49.2842096087,30.928933959/49.071066041,31.1469972695/48.8530027305,31.3703206431/48.6296793569,31.59929865/48.40070135,31.8343775893/48.1656224107,32.0760651133/47.9239348867,32.3249428451/47.6750571549,32.5816823351/47.4183176649,32.8470657115/47.1529342885,33.1220128427/46.8779871573,33.4076176988/46.5923823012,33.7051980303/46.2948019697,34.0163648409/45.9836351591,34.3431222281/45.6568777719,34.6880155504/45.3119844496,35.0543599719/44.9456400281,35.4466100437/44.5533899563,35.8709938856/44.1290061144,36.3366883694/43.6633116306,36.8582356838/43.1417643162,37.4613163145/42.5386836855,38.2002488797/41.7997511203,39.2416382093/40.7583617907,43.0184016742/36.9815983258,43.4974796679/36.5025203321,117.267703952/-37.2677039523,117.241739185/-37.2417391853,116.941755947/-36.9417559471,116.915766642/-36.9157666421,116.889814672/-36.8898146715,116.863807817/-36.8638078171,116.837792158/-36.8377921583,116.811767702/-36.811767702,116.785734431/-36.7857344314,116.759692337/-36.7596923375,116.733641411/-36.7336414113,116.707581644/-36.7075816439,116.681513026/-36.6815130263,116.655435549/-36.6554355493,116.629349204/-36.6293492041,116.603253982/-36.6032539815,116.577149872/-36.5771498725,116.551036868/-36.5510368679,116.524914959/-36.5249149588,116.498784136/-36.4987841359,116.47264439/-36.4726443902,116.446495713/-36.4464957125,116.420338094/-36.4203380936,116.394171524/-36.3941715244,116.367995996/-36.3679959957,116.341811498/-36.3418114983,116.315618023/-36.3156180228,116.28941556/-36.2894155602,116.263204101/-36.2632041012,116.236983636/-36.2369836364,116.210754157/-36.2107541566,116.184515653/-36.1845156525,116.158268115/-36.1582681148,116.132011534/-36.1320115341,116.105745901/-36.1057459011,116.079471206/-36.0794712065,116.053187441/-36.0531874407,116.026894595/-36.0268945945,116.000592658/-36.0005926584,115.974281623/-35.974281623,115.947961479/-35.9479614789,115.921632216/-35.9216322165,115.895293826/-35.8952938264,115.868946299/-35.8689462991,115.842589625/-35.8425896251,115.816223795/-35.8162237949,115.789848799/-35.7898487988,115.763464627/-35.7634646274,115.737071271/-35.7370712711,115.71066872/-35.7106687202,115.684256965/-35.6842569652,115.657835996/-35.6578359964,115.631405804/-35.6314058042,115.604966379/-35.6049663788,115.578517711/-35.5785177107,115.55205979/-35.5520597902,115.525592607/-35.5255926074,115.499116153/-35.4991161528,115.472630416/-35.4726304165,115.446135389/-35.4461353887,115.41963106/-35.4196310597,115.39311742/-35.3931174198,115.366594459/-35.366594459,115.340062167/-35.3400621675,115.313520535/-35.3135205355,115.286969553/-35.2869695531,115.26040921/-35.2604092104,115.233839498/-35.2338394976,115.207260405/-35.2072604047,115.180671922/-35.1806719217
n3,40/40,39.9/40.1,39.898989899/40.101010101,39.8979486651/40.1020513349,39.8957889117/40.1042110883,39.893487146/40.106512854,39.8910402003/40.1089597997,39.8884190866/40.1115809134,39.8856021342/40.1143978658,39.8825640701/40.1174359299,39.8792746641/40.1207253359,39.8756976018/40.1243023982,39.8717888309/40.1282111691,39.8674943146/40.1325056854,39.8627469385/40.1372530615,39.8574621669/40.1425378331,39.8515318055/40.1484681945,39.8448148154/40.1551851846,39.8371233849/40.1628766151,39.8282010854/40.1717989146,39.8176872154/40.1823127846,39.8050557491/40.1949442509,39.7895045175/40.2104954825,39.7697388214/40.2302611786,39.7435072013/40.2564927987,39.7064710367/40.2935289633,39.6489054182/40.3510945818,39.542875763/40.457124237,39.2551914367/40.7448085633,-33.7831641352/113.783164135,40.0130205679/39.9869794321,40.2869885888/39.7130114112,40.0129902664/39.9870097336,40.0129485459/39.9870514541,40.0129990316/39.9870009684,40.0130034332/39.9869965668,40.0130078236/39.9869921764,40.0130122263/39.9869877737,40.0130166334/39.9869833666,40.0130210451/39.9869789549,40.0130254612/39.9869745388,40.0130298818/39.9869701182,40.0130343069/39.9869656931,40.0130387366/39.9869612634,40.0130431707/39.9869568293,40.0130476094/39.9869523906,40.0130520526/39.9869479474,40.0130565004/39.9869434996,40.0130609527/39.9869390473,40.0130654095/39.9869345905,40.013069871/39.986930129,40.0130743369/39.9869256631,40.0130788075/39.9869211925,40.0130832827/39.9869167173,40.0130877624/39.9869122376,40.0130922468/39.9869077532,40.0130967358/39.9869032642,40.0131012294/39.9868987706,40.0131057276/39.9868942724,40.0131102305/39.9868897695,40.013114738/39.986885262,40.0131192501/39.9868807499,40.0131237669/39.9868762331,40.0131282884/39.9868717116,40.0131328145/39.9868671855,40.0131373454/39.9868626546,40.0131418809/39.9868581191,40.0131464211/39.9868535789,40.0131509661/39.9868490339,40.0131555157/39.9868444843,40.0131600701/39.9868399299,40.0131646292/39.9868353708,40.0131691931/39.9868308069,40.0131737617/39.9868262383,40.013178335/39.986821665,40.0131829131/39.9868170869,40.013187496/39.986812504,40.0131920837/39.9868079163,40.0131966762/39.9868033238,40.0132012734/39.9867987266,40.0132058755/39.9867941245,40.0132104824/39.9867895176,40.0132150941/39.9867849059,40.0132197106/39.9867802894,40.013224332/39.986775668,40.0132289583/39.9867710417,40.0132335893/39.9867664107,40.0132382253/39.9867617747,40.0132428661/39.9867571339,40.0132475118/39.9867524882,40.0132521624/39.9867478376,40.0132568179/39.9867431821,40.0132614784/39.9867385216,40.0132661437/39.9867338563,40.0132708139/39.9867291861,40.0132754891/39.9867245109,40.0132801693/39.9867198307,40.0132848544/39.9867151456,40.0132895444/39.9867104556,40.0132942394/39.9867057606,40.0132989394/39.9867010606
