n2,30/50,30.0/50.0,30.125/49.875,30.3782051282/49.6217948718,30.6364326951/49.3635673049,30.9000082584/49.0999917416,31.1710557869/48.8289442131,31.4502407356/48.5497592644,31.7383051013/48.2616948987,32.0361385508/47.9638614492,32.3447891058/47.6552108942,32.6655044093/47.3344955907,32.9997896054/47.0002103946,33.3494880821/46.6505119179,33.7168978629/46.2831021371,34.1049450222/45.8950549778,34.5174524442/45.4825475558,34.959576997/45.040423003,35.4385653373/44.5614346627,35.9651684231/44.0348315769,36.556590658/43.443409342,37.2436829607/42.7563170393,38.0935340289/41.9064659711,39.3263719374/40.6736280626,48.6174548629/31.3825451371,49.3949786449/30.6050213551,43.7718885811/36.2281114189,43.0248153518/36.9751846482,42.4530785744/37.5469214256,41.5163456509/38.4836543491,39.8596557867/40.1403442133,40.854936821/39.145063179,41.7022999633/38.2977000367,42.0109421664/37.9890578336,40.2656620483/39.7343379517,40.1404579376/39.8595420624,39.096792268/40.903207732,54.2170410195/25.7829589805,52.8130676941/27.1869323059,53.2851545513/26.7148454487,53.1059027555/26.8940972445,52.9116010639/27.0883989361,52.7192822141/27.2807177859,52.5241865506/27.4758134494,52.3260583618/27.6739416382,52.1247903499/27.8752096501,51.9202308275/28.0797691725,51.7122141614/28.2877858386,51.500560725/28.499439275,51.2850748787/28.7149251213,51.0655428892/28.9344571108,50.8417305092/29.1582694908,50.6133801211/29.3866198789,50.38020735/29.61979265,50.1418970207/29.8581029793,49.898098295/30.101901705,49.6484187786/30.3515812214,49.3924173177/30.6075826823,49.1295951105/30.8704048895,48.859384628/31.140615372,48.5811356459/31.4188643541,48.2940974112/31.7059025888,47.997395556/32.002604444,47.6900017346/32.3099982654,47.370692976/32.629307024,47.0379961526/32.9620038474,46.6901103218/33.3098896782,46.3247951255/33.6752048745,45.9392051729/34.0607948271,45.529634586/34.470365414,45.0911039143/34.9088960857,44.6166513308/35.3833486692,44.0960192327/35.9039807673,43.512953649/36.487046351,42.8387534142/37.1612465858,42.0127190102/37.9872809898,40.8487353827/39.1512646173,36.6368152466/43.3631847534,36.1023795782/43.8976204218,-40.2629937011/120.262993701,-40.2317417214/120.231741721,-39.8940955643/119.894095564,-39.8628102558/119.862810256,-39.8315724547/119.831572455,-39.8002626553/119.800262655,-39.7689405645/119.768940564,-39.7376061913/119.737606191,-39.7062595095/119.70625951,-39.6749005046/119.674900505,-39.6435291621/119.643529162,-39.6121454673/119.612145467,-39.5807494057/119.580749406,-39.5493409627/119.549340963,-39.5179201235/119.517920124,-39.4864868736/119.486486874,-39.4550411981/119.455041198,-39.4235830824/119.423583082,-39.3921125117/119.392112512,-39.3606294712/119.360629471,-39.329133946/119.329133946,-39.2976259213/119.297625921
n3,40/40,39.875/40.125,39.8734177215/40.1265822785,39.8717740627/40.1282259373,39.8683319194/40.1316680806,39.8645999085/40.1354000915,39.8605625277/40.1394374723,39.8561483365/40.1438516635,39.8512950583/40.1487049417,39.8459261004/40.1540738996,39.8399444297/40.1600555703,39.8332256043/40.1667743957,39.8256070561/40.1743929439,39.8168717507/40.1831282493,39.8067224609/40.1932775391,39.7947395726/40.2052604274,39.780308412/40.219691588,39.7624863748/40.2375136252,39.7397410816/40.2602589184,39.709381789/40.290618211,39.6661515042/40.3338484958,39.5980139763/40.4019860237,39.4690636144/40.5309363856,39.0912590953/40.9087409047,45.316596016/34.683403984,40.3786893224/39.6213106776,40.1386379646/39.8613620354,40.3440445298/39.6559554702,40.4662837978/39.5337162022,40.62915406/39.37084594,41.4089403154/38.5910596846,39.1931759616/40.8068240384,40.7522141305/39.2477858695,41.3156706025/38.6843293975,41.797858657/38.202141343,39.1841778053/40.8158221947,41.3071483531/38.6928516469,39.4344802593/40.5655197407,40.0845590977/39.9154409023,40.0982047496/39.9017952504,40.0947906846/39.9052093154,40.0960717265/39.9039282735,40.0975379141/39.9024620859,40.09903544/39.90096456,40.1006023982/39.8993976018,40.1022456752/39.8977543248,40.1039713333/39.8960286667,40.1057864378/39.8942135622,40.1076989432/39.8923010568,40.1097178237/39.8902821763,40.1118532494/39.8881467506,40.1141167991/39.8858832009,40.1165217199/39.8834782801,40.1190832487/39.8809167513,40.121819012/39.878180988,40.1247495278/39.8752504722,40.127898843/39.872101157,40.1312953503/39.8687046497,40.1349728472/39.8650271528,40.1389719283/39.8610280717,40.1433418398/39.8566581602,40.1481429896/39.8518570104,40.1534504044/39.8465495956,40.159358585/39.840641415,40.1659884787/39.8340115213,40.1734977473/39.8265022527,40.1820963348/39.8179036652,40.1920708841/39.8079291159,40.2038245893/39.7961754107,40.2179454322/39.7820545678,40.235330036/39.764669964,40.2574254962/39.7425745038,40.286748163/39.713251837,40.3281467706/39.6718532294,40.3924884766/39.6075115234,40.5109830832/39.4890169168,40.8323700442/39.1676299558,116.380944061/-36.3809440609,39.9843248648/40.0156751352,39.677996492/40.322003508,39.9843634661/40.0156365339,39.9844170943/40.0155829057,39.9843512359/40.0156487641,39.9843450916/40.0156549084,39.9843389635/40.0156610365,39.9843328164/40.0156671836,39.9843266621/40.0156733379,39.9843205006/40.0156794994,39.9843143318/40.0156856682,39.9843081557/40.0156918443,39.9843019722/40.0156980278,39.9842957815/40.0157042185,39.9842895835/40.0157104165,39.9842833781/40.0157166219,39.9842771653/40.0157228347,39.9842709452/40.0157290548,39.9842647177/40.0157352823,39.9842584828/40.0157415172,39.9842522405/40.0157477595,39.9842459908/40.0157540092,39.9842397336/40.0157602664
