n2,30/50,30.0/50.0,29.85/50.15,29.629368932/50.370631068,29.3763798993/50.6236201007,29.1105070305/50.8894929695,28.841504541/51.158495459,28.5741381104/51.4258618896,28.3106289283/51.6893710717,28.0519130071/51.9480869929,27.7982874542/52.2017125458,27.5497403128/52.4502596872,27.3061175828/52.6938824172,27.0672067837/52.9327932163,26.8327779525/53.1672220475,26.6026030756/53.3973969244,26.3764647059/53.6235352941,26.1541592401/53.8458407599,25.9354976292/54.0645023708,25.7203049151/54.2796950849,25.5084192806/54.4915807194,25.2996909474/54.7003090526,25.093981077/54.906018923,24.8911607409/55.1088392591,24.6911099836/55.3088900164,24.4937169826/55.5062830174,24.2988772996/55.7011227004,24.1064932154/55.8935067846,23.9164731374/56.0835268626,23.7287310727/56.2712689273,23.5431861577/56.4568138423,23.3597622373/56.6402377627,23.1783874874/56.8216125126,22.9989940762/57.0010059238,22.8215178581/57.1784821419,22.6458980981/57.3541019019,22.4720772214/57.5279227786,22.3000005871/57.6999994129,22.1296162822/57.8703837178,21.9608749329/58.0391250671,21.7937295343/58.2062704657,21.6281352929/58.3718647071,21.464049483/58.535950517,21.3014313154/58.6985686846,21.1402418157/58.8597581843,20.9804437128/59.0195562872,20.8220013367/59.1779986633,20.6648805224/59.3351194776,20.5090485232/59.4909514768,20.3544739286/59.6455260714,20.2011265893/59.7988734107,20.0489775469/59.9510224531,19.8979989691/60.1020010309,19.7481640889/60.2518359111,19.5994471486/60.4005528514,19.4518233465/60.5481766535,19.3052687884/60.6947312116,19.1597604413/60.8402395587,19.0152760903/60.9847239097,18.8717942991/61.1282057009,18.7292943712/61.2707056288,18.5877563153/61.4122436847,18.4471608118/61.5528391882,18.3074891814/61.6925108186,18.1687233557/61.8312766443,18.0308458498/61.9691541502,17.8938397361/62.1061602639,17.7576886192/62.2423113808,17.6223766135/62.3776233865,17.4878883206/62.5121116794,17.3542088089/62.6457911911,17.2213235938/62.7786764062,17.0892186193/62.9107813807,16.9578802403/63.0421197597,16.827295206/63.172704794,16.6974506441/63.3025493559,16.5683340457/63.4316659543,16.4399332513/63.5600667487,16.3122364369/63.6877635631,16.1852321015/63.8147678985,16.0589090547/63.9410909453,15.9332564049/64.0667435951,15.8082635487/64.1917364513,15.6839201598/64.3160798402,15.5602161792/64.4397838208,15.4371418055/64.5628581945,15.3146874859/64.6853125141,15.1928439072/64.8071560928,15.0716019878/64.9283980122,14.9509528693/65.0490471307,14.8308879091/65.1691120909,14.7113986732/65.2886013268,14.5924769289/65.4075230711,14.4741146385/65.5258853615,14.3563039524/65.6436960476,14.2390372036/65.7609627964,14.1223069012/65.8776930988,14.0061057252/65.9938942748,13.890426521/66.109573479,13.7752622939/66.2247377061,13.6606062045/66.3393937955
n3,40/40,40.15/39.85,40.2227832512/39.7772167488,40.2560008364/39.7439991636,40.2691552087/39.7308447913,40.2722835569/39.7277164431,40.2705289879/39.7294710121,40.2665092915/39.7334907085,40.2615434228/39.7384565772,40.2562851188/39.7437148812,40.251049333/39.748950667,40.2459798727/39.7540201273,40.2411351551/39.7588648449,40.2365318576/39.7634681424,40.2321669823/39.7678330177,40.2280288938/39.7719711062,40.2241027495/39.7758972505,40.2203730968/39.7796269032,40.2168250522/39.7831749478,40.2134447795/39.7865552205,40.2102196315/39.7897803685,40.2071381364/39.7928618636,40.2041899177/39.7958100823,40.2013655921/39.7986344079,40.1986566647/39.8013433353,40.1960554312/39.8039445688,40.1935548885/39.8064451115,40.191148657/39.808851343,40.1888309112/39.8111690888,40.1865963196/39.8134036804,40.1844399925/39.8155600075,40.1823574351/39.8176425649,40.1803445081/39.8196554919,40.1783973918/39.8216026082,40.176512555/39.823487445,40.1746867274/39.8253132726,40.1729168755/39.8270831245,40.1712001805/39.8287998195,40.1695340194/39.8304659806,40.1679159476/39.8320840524,40.1663436837/39.8336563163,40.1648150957/39.8351849043,40.1633281882/39.8366718118,40.161881092/39.838118908,40.1604720533/39.8395279467,40.1590994253/39.8409005747,40.1577616595/39.8422383405,40.1564572981/39.8435427019,40.1551849681/39.8448150319,40.1539433739/39.8460566261,40.1527312927/39.8472687073,40.1515475689/39.8484524311,40.1503911094/39.8496088906,40.1492608794/39.8507391206,40.1481558984/39.8518441016,40.1470752367/39.8529247633,40.1460180118/39.8539819882,40.1449833857/39.8550166143,40.1439705618/39.8560294382,40.1429787823/39.8570212177,40.1420073259/39.8579926741,40.1410555057/39.8589444943,40.1401226667/39.8598773333,40.1392081843/39.8607918157,40.1383114624/39.8616885376,40.1374319316/39.8625680684,40.1365690479/39.8634309521,40.1357222911/39.8642777089,40.1348911635/39.8651088365,40.1340751889/39.8659248111,40.1332739109/39.8667260891,40.1324868924/39.8675131076,40.1317137141/39.8682862859,40.1309539741/39.8690460259,40.1302072864/39.8697927136,40.1294732806/39.8705267194,40.1287516006/39.8712483994,40.1280419046/39.8719580954,40.1273438634/39.8726561366,40.1266571609/39.8733428391,40.1259814926/39.8740185074,40.1253165653/39.8746834347,40.1246620967/39.8753379033,40.1240178149/39.8759821851,40.1233834576/39.8766165424,40.1227587721/39.8772412279,40.1221435145/39.8778564855,40.1215374494/39.8784625506,40.1209403497/39.8790596503,40.120351996/39.879648004,40.1197721764/39.8802278236,40.119200686/39.880799314,40.118637327/39.881362673,40.1180819078/39.8819180922,40.1175342433/39.8824657567,40.1169941544/39.8830058456,40.1164614676/39.8835385324,40.1159360151/39.8840639849,40.1154176341/39.8845823659,40.1149061672/39.8850938328,40.1144014618/39.8855985382
