n2,30/50,30.0/50.0,30.125/49.875,30.3157051282/49.6842948718,30.5418915558/49.4581084442,30.7890505469/49.2109494531,31.0504115353/48.9495884647,31.323033371/48.676966629,31.6059035982/48.3940964018,31.899023248/48.100976752,32.202978249/47.797021751,32.5187553262/47.4812446738,32.8476870021/47.1523129979,33.19147422/46.80852578,33.552269675/46.447730325,33.9328279593/46.0671720407,34.3367518794/45.6632481206,34.7689009117/45.2310990883,35.2361034625/44.7638965375,35.7484991421/44.2515008579,36.3223620556/43.6776379444,36.9870773067/43.0129226933,37.8075015885/42.1924984115,39.0038144009/40.9961855991,51.9925943888/28.0074056112,52.6057322485/27.3942677515,51.3373980496/28.6626019504,50.5751618422/29.4248381578,50.0737950299/29.9262049701,49.6972312727/30.3027687273,49.3781755756/30.6218244244,49.0833447423/30.9166552577,48.7961185814/31.2038814186,48.5079858187/31.4920141813,48.2143331383/31.7856668617,47.9123665803/32.0876334197,47.6000731436/32.3999268564,47.2756832496/32.7243167504,46.9373655124/33.0626344876,46.5830155967/33.4169844033,46.2100599813/33.7899400187,45.8152150511/34.1847849489,45.3941324922/34.6058675078,44.9408152208/35.0591847792,44.446562278/35.553437722,43.8978535091/36.1021464909,43.2714667839/36.7285332161,42.5205013459/37.4794986541,41.5155475368/38.4844524632,39.3355256333/40.6644743667,39.4610699981/40.5389300019,37.8102385233/42.1897614767,37.3057023344/42.6942976656,37.5984647472/42.4015352528,38.4067005947/41.5932994053,40.219686485/39.780313515,39.838036875/40.161963125,40.9998746804/39.0001253196,41.0384584711/38.9615415289,37.9602734792/42.0397265208,36.5227268885/43.4772731115,36.2308531136/43.7691468864,36.463984841/43.536015159,36.9746487679/43.0253512321,37.709440153/42.290559847,38.7987041504/41.2012958496,42.8138877222/37.1861122778,43.1577469385/36.8422530615,37.0157949375/42.9842050625,34.0793671984/45.9206328016,32.8975706881/47.1024293119,32.496905847/47.503094153,32.4680465949/47.5319534051,32.6233801338/47.3766198662,32.8744789223/47.1255210777,33.1799425569/46.8200574431,33.5211624059/46.4788375941,33.8908614399/46.1091385601,34.2877485432/45.7122514568,34.7142136936/45.2857863064,35.175694986/44.824305014,35.6812886227/44.3187113773,36.2460015782/43.7539984218,36.8967623501/43.1032376499,37.6912758809/42.3087241191,38.8104363148/41.1895636852,43.0868558906/36.9131441094,43.4505899366/36.5494100634,38.1604116206/41.8395883794,35.6865623864/44.3134376136,34.8992532607/45.1007467393,34.7871784399/45.2128215601,34.9845984776/45.0154015224,35.3455856555/44.6544143445,35.811412764/44.188587236,36.3668448579/43.6331551421,37.0274309057/42.9725690943,37.8541765162/42.1458234838,39.081988865/40.918011135,177.79085207/-97.7908520703,178.514432682/-98.5144326824
n3,40/40,39.875/40.125,39.8109177215/40.1890822785,39.7764055242/40.2235944758,39.7560772378/40.2439227622,39.7423782314/40.2576217686,39.7315762205/40.2684237795,39.7217982143/40.2782017857,39.7120676988/40.2879323012,39.7018302107/40.2981697893,39.6907163454/40.3092836546,39.678418573/40.321581427,39.6646200696/40.3353799304,39.6489431178/40.3510568822,39.6308972622/40.3691027378,39.6098101079/40.3901898921,39.5847176433/40.4152823567,39.5541712922/40.4458287078,39.5158673866/40.4841326134,39.4658615084/40.5341384916,39.3966708267/40.6033291733,39.2917399497/40.7082600503,39.1034912438/40.8965087562,38.5872317502/41.4127682498,42.2942209118/37.7057790882,41.2759980475/38.7240019525,40.7483281787/39.2516718213,40.4922103404/39.5077896596,40.3700768068/39.6299231932,40.3138550046/39.6861449954,40.2901418128/39.7098581872,40.2826144095/39.7173855905,40.2833408716/39.7166591284,40.2885085235/39.7114914765,40.2963320588/39.7036679412,40.3060341564/39.6939658436,40.3173538348/39.6826461652,40.3303161015/39.6696838985,40.3451341374/39.6548658626,40.3621841997/39.6378158003,40.3820298717/39.6179701283,40.4054956397/39.5945043603,40.4338134085/39.5661865915,40.4689066218/39.5310933782,40.5139760185/39.4860239815,40.5748449913/39.4251550087,40.6635876464/39.3364123536,40.8111105147/39.1888894853,41.1368099108/38.8631900892,43.8688428164/36.1311571836,41.6586851318/38.3413148682,40.2605441531/39.7394558469,39.6201316333/40.3798683667,39.2699758686/40.7300241314,38.8871616207/41.1128383793,36.8419129699/43.1580870301,38.7910227414/41.2089772586,40.5893825516/39.4106174484,43.3398166565/36.6601833435,41.1267508102/38.8732491898,40.1686149602/39.8313850398,39.7414554848/40.2585445152,39.5146634925/40.4853365075,39.3475868525/40.6524131475,39.1470203056/40.8529796944,38.7039934181/41.2960065819,52.5500785892/27.4499214108,46.1466523292/33.8533476708,42.6551128602/37.3448871398,41.105898418/38.894101582,40.3750520417/39.6249479583,40.0203574328/39.9796425672,39.8440315716/40.1559684284,39.752546894/40.247453106,39.7009373885/40.2990626115,39.667357641/40.332642359,39.6409980711/40.3590019289,39.6162451849/40.3837548151,39.5897966154/40.4102033846,39.5591403547/40.4408596453,39.521568336/40.478431664,39.4731549852/40.5268450148,39.4069245248/40.5930754752,39.3080081431/40.6919918569,39.1355998493/40.8644001507,38.7023431245/41.2976568755,50.9152672895/29.0847327105,45.2979588479/34.7020411521,41.9723414268/38.0276585732,40.6582528179/39.3417471821,40.0777028706/39.9222971294,39.7974664467/40.2025335533,39.6492465674/40.3507534326,39.5566502285/40.4433497715,39.4814880608/40.5185119392,39.4001515632/40.5998484368,39.287984252/40.712015748,39.09103017/40.90896983,38.5348862235/41.4651137765,41.5522063446/38.4477936554,40.7852782488/39.2147217512
