n2,30/50,30.0/50.0,30.125/49.875,30.4407051282/49.5592948718,30.6684738343/49.3315261657,30.9468634008/49.0531365992,31.2128311397/48.7871688603,31.4960735559/48.5039264441,31.7842156536/48.2157843464,32.0840840574/47.9159159426,32.3941030622/47.6058969378,32.716716495/47.283283505,33.0529491986/46.9470508014,33.4049080012/46.5950919988,33.7748506554/46.2251493446,34.1658152309/45.8341847691,34.5817074369/45.4182925631,35.0278299574/44.9721700426,35.5116302216/44.4883697784,36.0441690663/43.9558309337,36.6431447251/43.3568552749,37.340244696/42.659755304,38.2040280486/41.7959719514,39.4563987084/40.5436012916,47.8744427317/32.1255572683,48.7685146721/31.2314853279,18.462865407/61.537134593,27.3466970524/52.6533029476,22.8963327882/57.1036672118,25.3181672297/54.6818327703,24.3979322509/55.6020677491,25.086522228/54.913477772,24.997853885/55.002146115,25.2871656198/54.7128343802,25.396496569/54.603503431,25.5955145511/54.4044854489,25.754187969/54.245812031,25.9353284128/54.0646715872,26.1087844831/53.8912155169,26.2891859948/53.7108140052,26.4696215819/53.5303784181,26.653542975/53.346457025,26.8394341821/53.1605658179,27.0281717154/52.9718282846,27.2194963077/52.7805036923,27.4137037773/52.5862962227,27.6108374387/52.3891625613,27.8110752485/52.1889247515,28.0145466877/51.9854533123,28.2214217666/51.7785782334,28.4318707523/51.5681292477,28.64608566/51.35391434,28.8642728237/51.1357271763,29.0866596239/50.9133403761,29.313495084/50.686504916,29.54505404/50.45494596,29.7816404677/50.2183595323,30.0235922439/49.9764077561,30.271286535/49.728713465,30.5251465307/49.4748534693,30.7856496399/49.2143503601,31.0533376999/48.9466623001,31.3288297675/48.6711702325,31.612838368/48.387161632,31.9061903985/48.0938096015,32.2098544278/47.7901455722,32.5249769512/47.4750230488,32.8529314617/47.1470685383,33.195386331/46.804613669,33.5544011105/46.4455988895,33.9325672469/46.0674327531,34.3332210543/45.6667789457,34.7607800498/45.2392199502,35.2213028112/44.7786971888,35.7234854471/44.2765145529,36.2805991667/43.7194008333,36.9147509532/43.0852490468,37.6681567768/42.3318432232,38.6441278487/41.3558721513,40.319598648/39.680401352,39.4137782207/40.5862217793,39.0148557483/40.9851442517,37.3971810092/42.6028189908,40.383078213/39.616921787,34.3292643855/45.6707356145,38.1630258081/41.8369741919,36.0970110042/43.9029889958,37.9958714541/42.0041285459,40.6583093193/39.3416906807,38.4858694152/41.5141305848,40.8611691117/39.1388308883,41.8919581631/38.1080418369,43.1056472331/36.8943527669,40.6765532226/39.3234467774,41.4122060668/38.5877939332,40.398428017/39.601571983,38.1856981472/41.8143018528,41.9468471793/38.0531528207,-11.6276758694/91.6276758694,-9.65939187624/89.6593918762,-11.184719082/91.184719082
n3,40/40,39.875/40.125,39.9359177215/40.0640822785,39.9046320593/40.0953679407,39.9156034916/40.0843965084,39.9070211726/40.0929788274,39.9069829416/40.0930170584,39.9027337219/40.0972662781,39.8999415094/40.1000584906,39.8960072857/40.1039927143,39.891984544/40.108015456,39.8872939698/40.1127060302,39.8820295377/40.1179704623,39.8759444792/40.1240555208,39.8688593237/40.1311406763,39.86045084/40.13954916,39.8502697538/40.1497302462,39.8376087475/40.1623912525,39.8213084143/40.1786915857,39.7993009347/40.2006990653,39.767471742/40.232528258,39.7161779686/40.2838220314,39.6158019644/40.3841980356,39.3066881273/40.6933118727,48.6960991831/31.3039008169,34.1306333204/45.8693666796,43.0200782115/36.9799217885,38.4390593522/41.5609406478,40.6677801713/39.3322198287,39.5957723682/40.4042276318,40.1145641192/39.8854358808,39.8631843603/40.1368156397,39.9838149674/40.0161850326,39.9246811159/40.0753188841,39.9522624359/40.0477375641,39.9379921603/40.0620078397,39.9438502192/40.0561497808,39.9399825892/40.0600174108,39.9407526635/40.0592473365,39.9392533042/40.0607466958,39.9387987079/40.0612012921,39.9377961645/40.0622038355,39.937005548/40.062994452,39.9360596853/40.0639403147,39.9351301473/40.0648698527,39.934130743/40.065869257,39.9330977776/40.0669022224,39.9320086838/40.0679913162,39.930868287/40.069131713,39.9296677141/40.0703322859,39.9284037803/40.0715962197,39.9270696787/40.0729303213,39.9256592241/40.0743407759,39.924164662/40.075835338,39.9225774689/40.0774225311,39.9208876919/40.0791123081,39.9190839065/40.0809160935,39.9171527965/40.0828472035,39.9150787946/40.0849212054,39.9128435427/40.0871564573,39.9104252308/40.0895747692,39.9077977143/40.0922022857,39.9049293494/40.0950706506,39.9017814207/40.0982185793,39.8983059855/40.1016940145,39.8944428629/40.1055571371,39.8901153354/40.1098846646,39.8852238647/40.1147761353,39.879636642/40.120363358,39.873174918/40.126825082,39.8655893496/40.1344106504,39.8565201165/40.1434798835,39.8454259244/40.1545740756,39.8314488751/40.1685511249,39.8131344787/40.1868655213,39.7877830605/40.2122169395,39.7496971614/40.2503028386,39.6842259455/40.3157740545,39.5378686175/40.4621313825,38.8324498469/41.1675501531,41.4243096613/38.5756903387,38.6661190054/41.3338809946,44.2513061411/35.7486938589,37.6919750036/42.3080249964,41.6185060173/38.3814939827,39.0192613879/40.9807386121,39.0304907054/40.9695092946,40.058639546/39.941360454,39.3646983888/40.6353016112,41.2839382499/38.7160617501,38.9112941885/41.0887058115,41.185419666/38.814580334,41.1764789729/38.8235210271,40.0597081425/39.9402918575,41.9965866679/38.0034133321,36.8626897348/43.1373102652,41.9221880867/38.0778119133,38.7043673869/41.2956326131,41.0333237206/38.9666762794,39.4596014083/40.5403985917,40.2447508915/39.7552491085
