n2,30/50,30.0/50.0,30.15/49.85,30.5296391753/49.4703608247,30.8052576583/49.1947423417,31.1427274217/48.8572725783,31.4684356198/48.5315643802,31.8169167891/48.1830832109,32.1750103063/47.8249896937,32.550943007/47.449056993,32.9442270429/47.0557729571,33.3588736847/46.6411263153,33.7980673144/46.2019326856,34.2668603867/45.7331396133,34.7718418183/45.2281581817,35.3226131225/44.6773868775,35.9337873049/44.0662126951,36.6297589803/43.3702410197,37.4572098184/42.5427901816,38.5308942505/41.4691057495,40.3886062079/39.6113937921,39.4829927086/40.5170072914,39.5505843148/40.4494156852,37.998131246/42.001868754,43.2290709488/36.7709290512,38.5329857042/41.4670142958,120.213196017/-40.2131960172,118.627082802/-38.6270828015,120.287631247/-40.2876312466,119.401469757/-39.4014697571,119.787485884/-39.787485884,119.538297604/-39.5382976039,119.606236596/-39.6062365959,119.515811011/-39.5158110112,119.504428551/-39.5044285515,119.453554002/-39.453554002,119.422370551/-39.4223705512,119.381328716/-39.381328716,119.34518213/-39.3451821297,119.306564466/-39.306564466,119.269153587/-39.2691535873,119.231113153/-39.2311131535,119.193359982/-39.1933599817,119.155436281/-39.1554362814,119.117570581/-39.1175705808,119.079648741/-39.0796487408,119.04172771/-39.0417277098,119.003779016/-39.0037790156,118.965816834/-38.9658168345,118.927834049/-38.9278340492,118.889834174/-38.8898341738,118.851815414/-38.8518154143,118.813778627/-38.8137786267,118.775723344/-38.7757233441,118.73764976/-38.7376497597,118.699557737/-38.699557737,118.661447304/-38.6614473044,118.623318407/-38.6233184075,118.585171033/-38.5851710333,118.547005148/-38.5470051479,118.508820728/-38.508820728,118.470617745/-38.4706177447,118.432396172/-38.4323961718,118.394155982/-38.3941559817,118.355897147/-38.3558971475,118.317619642/-38.3176196416,118.279323437/-38.2793234369,118.241008506/-38.2410085059,118.202674821/-38.202674821,118.164322355/-38.1643223548,118.12595108/-38.1259510796,118.087560968/-38.0875609677,118.049151991/-38.0491519913,118.010724123/-38.0107241228,117.972277334/-37.972277334,117.933811597/-37.9338115971,117.895326884/-37.895326884,117.856823167/-37.8568231667,117.818300417/-37.818300417,117.779758607/-37.7797586066,117.741197707/-37.7411977071,117.70261769/-37.7026176903,117.664018528/-37.6640185277,117.625400191/-37.6254001908,117.586762651/-37.5867626508,117.548105879/-37.5481058793,117.509429847/-37.5094298475,117.470734526/-37.4707345265,117.432019887/-37.4320198874,117.393285901/-37.3932859014,117.354532539/-37.3545325394,117.315759772/-37.3157597723,117.276967571/-37.2769675708,117.238155906/-37.2381559059,117.199324748/-37.1993247482,117.160474068/-37.1604740682,117.121603837/-37.1216038365,117.082714024/-37.0827140236,117.0438046/-37.0438045999,117.004875536/-37.0048755356,116.965926801/-36.9659268011
n3,40/40,39.85/40.15,39.922715736/40.077284264,39.8851535787/40.1148464213,39.8970899638/40.1029100362,39.8864717727/40.1135282273,39.8852128949/40.1147871051,39.8791780728/40.1208219272,39.8743589433/40.1256410567,39.8679988531/40.1320011469,39.8610000881/40.1389999119,39.8526358215/40.1473641785,39.8426911832/40.1573088168,39.83050001/40.16949999,39.8151423098/40.1848576902,39.7950045686/40.2049954314,39.7671066798/40.2328933202,39.7251408874/40.2748591126,39.652836687/40.347163313,39.4904054659/40.5095945341,38.691501314/41.308498686,41.5381074978/38.4618925022,38.5010600141/41.4989399859,42.1786889249/37.8213110751,38.5518517331/41.4481482669,41.044777511/38.955222489,38.8804279923/41.1195720077,40.578228755/39.421771245,39.7301043544/40.2698956456,40.1535680568/39.8464319432,39.9421439176/40.0578560824,40.0477143594/39.9522856406,39.99501298/40.00498702,40.0213350744/39.9786649256,40.0082016984/39.9917983016,40.0147679708/39.9852320292,40.0114984784/39.9885015216,40.013139862/39.986860138,40.0123293285/39.9876706715,40.0127430133/39.9872569867,40.012545478/39.987454522,40.0126531277/39.9873468723,40.0126084167/39.9873915833,40.0126397897/39.9873602103,40.0126331883/39.9873668117,40.0126455598/39.9873544402,40.0126484716/39.9873515284,40.0126561195/39.9873438805,40.0126614159/39.9873385841,40.0126678994/39.9873321006,40.0126738035/39.9873261965,40.01268001/39.98731999,40.0126860788/39.9873139212,40.0126922297/39.9873077703,40.0126983528/39.9873016472,40.0127045032/39.9872954968,40.0127106533/39.9872893467,40.012716817/39.987283183,40.0127229873/39.9872770127,40.0127291677/39.9872708323,40.0127353566/39.9872646434,40.0127415549/39.9872584451,40.012747762/39.987252238,40.0127539783/39.9872460217,40.0127602036/39.9872397964,40.0127664381/39.9872335619,40.0127726817/39.9872273183,40.0127789345/39.9872210655,40.0127851965/39.9872148035,40.0127914677/39.9872085323,40.0127977481/39.9872022519,40.0128040378/39.9871959622,40.0128103368/39.9871896632,40.012816645/39.987183355,40.0128229626/39.9871770374,40.0128292896/39.9871707104,40.0128356259/39.9871643741,40.0128419716/39.9871580284,40.0128483267/39.9871516733,40.0128546913/39.9871453087,40.0128610653/39.9871389347,40.0128674488/39.9871325512,40.0128738418/39.9871261582,40.0128802444/39.9871197556,40.0128866565/39.9871133435,40.0128930782/39.9871069218,40.0128995095/39.9871004905,40.0129059505/39.9870940495,40.0129124011/39.9870875989,40.0129188614/39.9870811386,40.0129253313/39.9870746687,40.012931811/39.987068189,40.0129383005/39.9870616995,40.0129447997/39.9870552003,40.0129513088/39.9870486912,40.0129578276/39.9870421724,40.0129643563/39.9870356437,40.0129708949/39.9870291051,40.0129774434/39.9870225566,40.0129840018/39.9870159982,40.0129905702/39.9870094298
