n2,30/50,30.0/50.0,30.175/49.825,30.5313471503/49.4686528497,30.8978279311/49.1021720689,31.2754051648/48.7245948352,31.6688457082/48.3311542918,32.0802961889/47.9197038111,32.5123415372/47.4876584628,32.9683400219/47.0316599781,33.452666754/46.547333246,33.9711966493/46.0288033507,34.5321400207/45.4678599793,35.147587323/44.852412677,35.8366816144/44.1633183856,36.6331839161/43.3668160839,37.6083374599/42.3916625401,38.9794423079/41.0205576921,43.7708295959/36.2291704041,44.3805906576/35.6194093424,85.7091647573/-5.70916475733,85.6320764287/-5.63207642871,85.1903277075/-5.1903277075,85.1129433398/-5.11294333982,85.0357360734/-5.03573607342,84.9580865525/-4.95808655252,84.8803028807/-4.88030288071,84.8023848968/-4.80238489676,84.7243316348/-4.72433163476,84.646142388/-4.646142388,84.5678164443/-4.56781644431,84.489353085/-4.48935308504,84.4107515852/-4.41075158524,84.3320112136/-4.33201121356,84.2531312322/-4.25313123218,84.1741108967/-4.17411089672,84.0949494562/-4.09494945617,84.0156461528/-4.01564615282,83.9362002221/-3.93620022212,83.8566108927/-3.85661089268,83.7768773861/-3.77687738611,83.6969989169/-3.69699891695,83.6169746926/-3.61697469261,83.5368039132/-3.53680391323,83.4564857716/-3.45648577164,83.3760194532/-3.37601945323,83.2954041358/-3.29540413584,83.2146389897/-3.21463898972,83.1337231774/-3.13372317737,83.0526558535/-3.05265585348,82.9714361648/-2.97143616479,82.89006325/-2.89006325004,82.8085362398/-2.8085362398,82.7268542564/-2.72685425641,82.6450164138/-2.64501641384,82.5630218176/-2.56302181761,82.4808695646/-2.48086956465,82.3985587432/-2.39855874318,82.3160884326/-2.31608843261,82.2334577034/-2.23345770344,82.1506656171/-2.15066561707,82.0677112257/-2.06771122575,81.9845935724/-1.9845935724,81.9013116905/-1.90131169053,81.8178646041/-1.81786460407,81.7342513272/-1.73425132724,81.6504708644/-1.65047086444,81.5665222101/-1.56652221009,81.4824043485/-1.48240434851,81.3981162537/-1.39811625375,81.3136568894/-1.31365688945,81.2290252087/-1.22902520872,81.144220154/-1.14422015397,81.0592406567/-1.05924065673,80.9740856376/-0.974085637554,80.8887540058/-0.8887540058,80.8032446595/-0.803244659503,80.7175564852/-0.717556485201,80.6316883578/-0.631688357761,80.5456391402/-0.545639140217,80.4594076836/-0.459407683585,80.3729928267/-0.372992826692,80.286393396/-0.286393395991,80.1996082054/-0.199608205376,80.112636056/-0.112636055993,80.025475736/-0.0254757360486,79.9381260206/0.061873979387,79.8505856714/0.14941432858,79.7628534367/0.237146563339,79.6749280508/0.325071949218,79.5868082343/0.413191765735,79.4984926934/0.501507306582,79.4099801201/0.590019879853,79.3212691917/0.678730808262,79.2323585706/0.767641429377,79.1432469041/0.856753095853,79.0539328243/0.946067175674,78.9644149476/1.03558505239,78.8746918746/1.12530812538,78.7847621899/1.21523781008,78.6946244617/1.30537553828
n3,40/40,39.825/40.175,39.8218829517/40.1781170483,39.8185942538/40.1814057462,39.8115695663/40.1884304337,39.8036739148/40.1963260852,39.7948000876/40.2051999124,39.7846406812/40.2153593188,39.7728554322/40.2271445678,39.7589702292/40.2410297708,39.7422919602/40.2577080398,39.7217640253/40.2782359747,39.6956822022/40.3043177978,39.6610853677/40.3389146323,39.6122741203/40.3877258797,39.5364965903/40.4635034097,39.3972402575/40.6027597425,39.0217467364/40.9782532636,-1.36682762455/81.3668276246,40.0387702887/39.9612297113,40.4030567484/39.5969432516,40.0386261384/39.9613738616,40.038382706/39.961617294,40.0387580203/39.9612419797,40.0388248836/39.9611751164,40.0388915584/39.9611084416,40.038958846/39.961041154,40.0390264841/39.9609735159,40.0390944751/39.9609055249,40.0391628222/39.9608371778,40.0392315287/39.9607684713,40.0393005977/39.9606994023,40.0393700323/39.9606299677,40.0394398357/39.9605601643,40.0395100114/39.9604899886,40.0395805625/39.9604194375,40.0396514925/39.9603485075,40.0397228048/39.9602771952,40.0397945027/39.9602054973,40.0398665898/39.9601334102,40.0399390696/39.9600609304,40.0400119457/39.9599880543,40.0400852217/39.9599147783,40.0401589012/39.9598410988,40.0402329881/39.9597670119,40.040307486/39.959692514,40.0403823987/39.9596176013,40.0404577302/39.9595422698,40.0405334843/39.9594665157,40.0406096651/39.9593903349,40.0406862764/39.9593137236,40.0407633224/39.9592366776,40.0408408073/39.9591591927,40.0409187351/39.9590812649,40.0409971101/39.9590028899,40.0410759367/39.9589240633,40.0411552191/39.9588447809,40.0412349618/39.9587650382,40.0413151692/39.9586848308,40.0413958459/39.9586041541,40.0414769965/39.9585230035,40.0415586255/39.9584413745,40.0416407378/39.9583592622,40.0417233381/39.9582766619,40.0418064312/39.9581935688,40.0418900221/39.9581099779,40.0419741158/39.9580258842,40.0420587173/39.9579412827,40.0421438317/39.9578561683,40.0422294642/39.9577705358,40.0423156202/39.9576843798,40.042402305/39.957597695,40.0424895239/39.9575104761,40.0425772826/39.9574227174,40.0426655865/39.9573344135,40.0427544414/39.9572455586,40.042843853/39.957156147,40.0429338271/39.9570661729,40.0430243696/39.9569756304,40.0431154866/39.9568845134,40.0432071842/39.9567928158,40.0432994685/39.9567005315,40.0433923458/39.9566076542,40.0434858225/39.9565141775,40.043579905/39.956420095,40.0436746/39.9563254,40.0437699141/39.9562300859,40.043865854/39.956134146,40.0439624266/39.9560375734,40.044059639/39.955940361,40.0441574982/39.9558425018,40.0442560114/39.9557439886,40.0443551858/39.9556448142,40.044455029/39.955544971,40.0445555485/39.9554444515,40.044656752/39.955343248,40.0447586471/39.9552413529,40.0448612419/39.9551387581,40.0449645444/39.9550354556,40.0450685627/39.9549314373,40.0451733051/39.9548266949
